,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
true,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,such,is,its,diversity,that,measuring,the,total,expenditure,on,it,seems,quite,impossible,and,the,number,of,actors,already,involved,is,vast,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,
word,pillow,talk,is,the,most,dangerous,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,do,you,want,a,whole,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,how,many,am,i,losing,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,well,yeah,we,had,a,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,what,you,spend,you,could,buy,something,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,byallowing,an,intent,to,cause,grievous,bodily,harm,to,suffice,for,a,murder,conviction,the,law,is,violating,a,general,principle,turning,the,most,serious
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,how,long,is,it,for,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,more,detailed,data,are,required,for,particular,tasks,as,the,role,of,corine,grows,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,well,it's,on,it's,on,a,thursday,yeah,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,and,presumably,whatever,it,was,the,gp,had,give,him,has,had,upset,that,thrombosis,again,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,of,course,i,know,perfectly,well,why,the,department,of,the,environment,declines,to,list,it,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,actually,it's,quite,a,cosy,group,so,they,probably,know,each,other,by,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,i,am,supposed,to,be,at,ghq,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,building,such,research,teams,is,essential,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,tonight,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,he,evaded,mark's,eyes,,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,the,germans,with,more,sophisticated,radio-tracking,equipment,started,to,track,down,the,musicians,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,she,did,far,better,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,and,on,that,one,is,er,sixty,three,shared,by,nine,six,time,sixty,three,divided,by,nine,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,shouldn't,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,but,it's,nice,because,if,ever,you're,poorly,then,it's,in,your,welfare,isn't,it,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,
word,to,the,sentence,stem,when,a,child,will,not,join,in,group,activities,these,boys,gave,responses,like,he,is,selfish,he,must,be,stupid
true,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,how,to,get,to,know,about,these,things,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,i,took,a,bit,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,all,these,years,then,or,for,some,of,them,rufus,had,been,living,three,or,four,miles,from,him,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,he,caught,a,flight,to,frankfurt,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,oh,right,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,the,ideal,tactics,should,be,a,mixture,of,both,but,only,if,a,clear,message,can,be,communicated,to,the,hong,kong,people,that,someone
true,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,he,hesitated,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,mm,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,oh,no,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,you,don't,want,to,walk,where,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,the,choice,of,locations,need,not,be,for,permanent,bases,but,can,also,include,dynamic,repositioning,of,units,as,circumstances,dictate,kolesar,and,walker,#
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,so,and,she,was,she,was,moaning,away,like,sort,of,oh,alright,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,sick,at,heart,she,wept,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,shut,up,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,i,mean,where,are,they,going,where,are,they,going,to,get,the,extra,money,from,er,to,pay,for,the,old,aged,pensioners',er
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,it's,the,opposite,of,a,cocaine,high,you,see,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,there,were,daunting,moments,in,last,night's,first,tuesday,yorkshire,but,few,of,them,matched,that,hint,of,a,jackboot,under,the,blue,serge,
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,they,just,couldn't,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,what,is,it,tomorrow,morning,and,evening,and,what,are,we,going,to,do,in,the,afternoon,without,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,hey,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,the,people,of,munich,call,their,version,of,weissbier,breakfast,beer,and,have,it,with,a,pair,of,coddled,veal,sausages,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,mm,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,the,self-regulating,naea,has,#,members,of,which,#,also,do,letting,and,management,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,new,and,changing,homes,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,can,i,go,on,there,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,the,original,material,of,the,axis,shows,up,black,against,the,background,of,the,rock,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,
word,her,husband,francis,had,made,a,slightly,better,showing,than,her,daughter,jennifer,who,was,looking,particularly,ragged,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,no,that,noise,daddy,,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,a,new,urban,development,grant,was,devised,to,pump-prime,with,public,funds,schemes,which,would,then,attract,private,investment,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,you,never,know,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,well,i,can't,now,it's,too,late,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,no,we,don't,wanna,be,looking,at,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,experience,with,practical,calculations,helps,but,even,after,years,of,work,one,usually,remains,this,side,of,infallibility,,,,,,,
true,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,a,bit,of,mud,on,the,road,and,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,he,seemed,a,genial,and,indestructible,landmark,in,the,history,of,american,music,in,spite,of,defective,hearing,which,had,bothered,him,since,the,late
true,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,the,police,required,a,portable,system,that,could,be,implemented,on,an,ibm-compatible,microcomputer,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,
word,once,the,user,becomes,familiar,with,the,proposed,system,helpful,comments,come,thick,and,fast,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,we,had,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,and,yet,he'd,disappeared,without,trace,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,yes,they,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,,action,and,inaction,in,the,cities,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,you,told,us,this,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,this,is,from,the,oeningen,switzerland,,,,,,,,,,,,,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,ellen,ignored,my,advice,while,i,obedient,to,the,rule,that,if,a,job,needed,doing,then,do,it,without,delay,found,a,pot,of
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,background,under-,services,in,islington,#,,,,,,,,,,,,,,,,,,,
true,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,the,environmental,systems,are,effectively,regarded,as,machines,whose,workings,can,all,be,discovered,described,in,differential,equation,form,and,whose,future,activities,can,thus
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,when,you,look,at,when,you,look,at,the,some,all,these,a,lot,of,these,composers,and,artists,who,died,long,ago,and,you
true,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,in,#,in,germany,we,had,a,gru,network,named,the,,,,,,,,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,such,investments,had,a,double,purpose,for,they,could,bring,in,income,and,provide,a,political,bonus,,,,,,,,
true,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,forster,frowned,as,he,looked,through,his,spy,hole,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,hazard,research,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,there,is,expected,to,be,a,close,vote,on,defence,but,mr,kinnock,is,confident,the,new,policy,will,be,affirmed,today,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,
word,in,any,case,you,know,as,well,as,i,do,that,the,mds,are,always,american,,,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,,vol,#,#,july,#,col,#,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,she's,going,to,go,and,eat,your,dinner,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,ellen,twisted,away,and,sweetman,laughed,at,her,obvious,discomfiture,then,as,coolly,as,though,he,owned,he,stepped,down,into,the,central,cockpit,where
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
