,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
pos,IN,JJ,NN,POS,JJ,NN,IN,NNP,NNP,",",CD,NNS,VBD,VBN,CC,CD,NNS,VBN,IN,CD,NN,NNS,",",WRB,NNS,IN,NNS,VBD,IN,DT,NNS,TO,VB,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-geo,I-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-geo,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,
word,the,u.s.,military,in,iraq,says,its,warplanes,have,bombed,a,suspected,al-qaida,safehouse,in,the,western,part,of,the,country,",",near,the,syrian,border,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NN,IN,NNP,VBZ,PRP$,NNS,VBP,VBN,DT,JJ,NNP,NN,IN,DT,JJ,NN,IN,DT,NN,",",IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,B-geo,O,O,O,O,O,O,O,B-org,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,the,red,cross,had,been,organizing,the,visits,since,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNP,VBD,VBN,VBG,DT,NNS,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,palestinian,officials,say,the,dead,militant,was,loyal,to,the,fatah,movement,of,palestinian,president,mahmoud,abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,DT,JJ,NN,VBD,JJ,TO,DT,NNP,NN,IN,JJ,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,B-geo,O,O,B-gpe,B-per,I-per,I-per,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,in,uruguay,and,colombia,",",civil,unions,are,approved,nationwide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,CC,NNP,",",JJ,NNS,VBP,VBN,JJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,B-geo,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,B-org,B-gpe,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iraqi,officials,say,they,have,asked,u.s.,forces,to,release,six,of,eight,iraqi,female,prisoners,",",but,they,say,the,move,is,not,related,to,the,demand,of,a,militant,group,that,kidnapped,an,american,journalist,,,,,,,,,,,
pos,JJ,NNS,VBP,PRP,VBP,VBN,NNP,NNS,TO,VB,CD,IN,CD,JJ,NN,NNS,",",CC,PRP,VBP,DT,NN,VBZ,RB,VBN,TO,DT,NN,IN,DT,JJ,NN,WDT,VBD,DT,JJ,NN,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,B-geo,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,B-gpe,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,
word,witnesses,say,the,plane,crashed,and,exploded,in,a,field,just,short,of,the,runway,at,zhulyany,airport,near,kyiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,VBP,DT,NN,VBD,CC,VBD,IN,DT,NN,RB,RB,IN,DT,NN,IN,NNP,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,date,was,chosen,after,a,leading,opposition,activist,",",anatoly,krasovsky,",",disappeared,on,september,16,",",1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,VBN,IN,DT,VBG,NN,NN,",",NNP,NNP,",",VBD,IN,NNP,CD,",",CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-per,I-per,O,O,O,B-tim,I-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,I-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,knu,is,the,only,major,rebel,group,not,to,have,signed,a,cease-fire,with,the,military,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,VBZ,DT,RB,JJ,NN,NN,RB,TO,VB,VBN,DT,NN,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,taleban,militants,have,resumed,talks,with,south,korean,officials,trying,to,negotiate,the,release,of,19,south,korean,aid,workers,held,in,afghanistan,for,more,than,a,month,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNS,VBP,VBN,NNS,IN,JJ,JJ,NNS,VBG,TO,VB,DT,NN,IN,CD,JJ,JJ,NN,NNS,VBN,IN,NNP,IN,JJR,IN,DT,NN,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,B-geo,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,in,an,interview,posted,on,the,web,site,",",the,elusive,commander,warned,the,palestinian,leadership,not,to,contemplate,any,move,to,disarm,the,militants,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,NN,VBN,IN,DT,NN,NN,",",DT,JJ,NN,VBD,DT,JJ,NN,RB,TO,VB,DT,NN,TO,VB,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,
word,in,a,joint,statement,",",mr.,bush,and,mr.,malaki,affirmed,their,commitment,to,building,a,peaceful,",",democratic,and,secure,iraq,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,JJ,NN,",",NNP,NNP,CC,NNP,NNP,VBD,PRP$,NN,TO,VBG,DT,JJ,",",JJ,CC,JJ,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,B-per,I-per,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-per,B-org,I-org,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,
word,before,the,summit,on,thursday,and,friday,",",eu,foreign,ministers,are,also,holding,talks,on,the,eventual,accession,of,macedonia,into,the,union,and,discussing,the,situation,in,the,western,balkans,and,pakistan,,,,,,,,,,,,,,
pos,IN,DT,NN,IN,NNP,CC,NNP,",",NNP,JJ,NNS,VBP,RB,VBG,NNS,IN,DT,JJ,NN,IN,NNP,IN,DT,NN,CC,VBG,DT,NN,IN,DT,JJ,NNPS,CC,NNP,,,,,,,,,,,,,,
true,O,O,O,O,B-tim,I-tim,I-tim,O,B-org,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,B-geo,,,,,,,,,,,,,,
pred,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,
word,mr.,annan,is,scheduled,to,meet,with,mr.,bush,at,the,white,house,to,discuss,a,peacekeeping,mission,for,sudan,'s,war-torn,darfur,region,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,VBZ,VBN,TO,VB,IN,NNP,NNP,IN,DT,NNP,NNP,TO,VB,DT,NN,NN,IN,NNP,POS,JJ,NNP,NN,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,B-per,B-tim,O,O,B-org,I-org,O,O,O,O,O,O,B-gpe,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-per,I-per,O,O,O,O,O,B-per,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,iranian,president,mahmoud,ahmadinejad,says,his,recent,comments,that,israel,should,be,"""",wiped,off,the,map,"""",reflect,iran,'s,long-standing,policy,and,do,not,mark,a,change,in,its,position,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,VBZ,PRP$,JJ,NNS,IN,NNP,MD,VB,``,VBN,RP,DT,NN,``,VBP,NNP,POS,JJ,NN,CC,VBP,RB,VB,DT,NN,IN,PRP$,NN,,,,,,,,,,,,,,,,
true,B-gpe,B-per,I-per,I-per,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,B-gpe,O,O,B-per,O,O,O,O,B-per,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
word,anti-royalists,have,called,for,a,mass,protest,on,thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,VBP,VBN,IN,DT,JJ,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,in,response,to,these,challenges,",",king,mohammed,in,2005,launched,a,national,initiative,for,human,development,",",a,$,2,billion,program,aimed,at,alleviating,poverty,and,underdevelopment,by,expanding,electricity,to,rural,areas,and,replacing,urban,slums,with,public,and,subsidized,housing,",",among,other,policies
pos,IN,NN,TO,DT,NNS,",",NNP,NNP,IN,CD,VBD,DT,NNP,NNP,IN,NNP,NNP,",",DT,$,CD,CD,NN,VBN,IN,VBG,NN,CC,NN,IN,VBG,NN,TO,JJ,NNS,CC,VBG,JJ,NNS,IN,JJ,CC,JJ,NN,",",IN,JJ,NNS
true,O,O,O,O,O,O,B-per,I-per,O,B-tim,O,O,B-art,I-art,I-art,I-art,I-art,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
pred,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
word,despite,bangladesh,'s,highest,total,ever,in,a,limited-overs,match,",",the,kiwis,were,able,to,win,the,match,by,six,wickets,in,auckland,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,POS,JJS,JJ,RB,IN,DT,JJ,NN,",",DT,NNS,VBD,JJ,TO,VB,DT,NN,IN,CD,NNS,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,military,spokesman,peter,lerner,says,the,sufa,",",karni,and,the,nahal,oz,crossings,opened,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NN,NNP,NNP,VBZ,DT,NNP,",",NNP,CC,DT,NNP,NNP,NNS,VBD,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-per,I-per,O,O,B-geo,O,B-geo,O,O,B-org,I-org,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,military,says,the,men,-,taha,ibrahim,yasin,becher,and,hamed,sa'eed,ismael,mustafa,-,directed,the,terrorist,organization,'s,daily,operations,and,were,responsible,for,numerous,attacks,against,iraqi,and,coalition,forces,,,,,,,,,,,,,,
pos,DT,NN,VBZ,DT,NNS,IN,NNP,NNP,NNP,NNP,CC,NNP,NNP,NNP,NNP,:,VBD,DT,JJ,NN,POS,JJ,NNS,CC,VBD,JJ,IN,JJ,NNS,IN,JJ,CC,NN,NNS,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-per,I-per,I-per,I-per,O,B-per,I-per,I-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,
word,violence,has,risen,in,afghanistan,as,militants,have,made,a,comeback,after,their,initial,defeat,following,the,u.s.-led,invasion,in,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NN,VBZ,VBN,IN,NNP,IN,NNS,VBP,VBN,DT,NN,IN,PRP$,JJ,NN,VBG,DT,JJ,NN,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,attack,occurred,on,the,highway,that,serves,as,the,main,link,between,western,afghanistan,and,kandahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,IN,DT,NN,WDT,VBZ,IN,DT,JJ,NN,IN,JJ,NNP,CC,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,pakistani,troops,have,been,battling,militants,in,swat,since,july,",",when,a,radical,cleric,called,for,a,holy,war,against,the,government,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,VBN,VBG,NNS,IN,NNP,IN,NNP,",",WRB,DT,JJ,NN,VBD,IN,DT,JJ,NN,IN,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,O,B-org,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,also,saturday,",",poland,confirmed,a,second,outbreak,of,h5n1,among,wild,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,RB,NNP,",",NNP,VBD,DT,JJ,NN,IN,NNP,IN,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-tim,O,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-tim,O,B-gpe,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,they,also,called,for,the,lifting,of,all,restrictions,on,detained,opposition,leader,aung,san,suu,kyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,RB,VBD,IN,DT,NN,IN,DT,NNS,IN,JJ,NN,NN,NNP,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,I-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,organization,for,economic,cooperation,and,development,",",which,includes,the,world,'s,30,richest,nations,",",says,its,member,economies,will,grow,2.7,percent,this,year,",",which,is,eight-tenths,of,a,percentage,point,faster,than,earlier,predictions,,,,,,,,,
pos,DT,NNP,IN,NNP,NNP,CC,NNP,",",WDT,VBZ,DT,NN,POS,CD,JJS,NNS,",",VBZ,PRP$,NN,NNS,MD,VB,CD,NN,DT,NN,",",WDT,VBZ,NNS,IN,DT,NN,NN,RBR,IN,JJR,NNS,,,,,,,,,
true,B-org,I-org,I-org,I-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,
word,gunmen,wearing,camouflage,uniforms,intercepted,the,minister,'s,convoy,early,tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,VBG,NN,NNS,VBD,DT,NN,POS,NN,RB,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,iran,'s,ambassador,to,the,united,nations,has,assured,secretary-general,ban,ki-moon,that,iran,will,cooperate,with,the,international,atomic,energy,agency,(,iaea,),on,the,nation,'s,nuclear,program,,,,,,,,,,,,,,,,,
pos,NNP,POS,NN,TO,DT,NNP,NNP,VBZ,VBN,JJ,NNP,NNP,IN,NNP,MD,VB,IN,DT,NNP,NNP,NNP,NNP,LRB,NNP,RRB,IN,DT,NN,POS,JJ,NN,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,B-org,I-org,O,O,O,O,O,O,B-geo,O,O,O,O,B-org,I-org,I-org,I-org,O,B-org,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,the,hindi,films,my,name,is,khan,and,kiteswere,recently,filmed,in,los,angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNS,PRP$,NN,VBZ,NNP,CC,NNP,RB,VBD,IN,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-per,O,B-per,O,O,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,chinese,authorities,say,254,people,were,killed,in,a,massive,mudslide,that,buried,a,northern,chinese,village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,VBP,CD,NNS,VBD,VBN,IN,DT,JJ,NN,WDT,VBD,DT,JJ,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,officials,with,obama,'s,campaign,tell,news,agencies,that,the,two,men,will,appear,together,at,a,rally,friday,in,portland,",",oregon,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNS,IN,NNP,POS,NN,VBP,NN,NNS,IN,DT,CD,NNS,MD,VB,RB,IN,DT,NN,NNP,IN,NNP,",",NNP,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,B-geo,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,a,joint,statement,from,the,afghan,and,u.s.,militaries,said,insurgent,mullah,dahoud,is,suspected,of,involvement,in,a,deadly,october,attack,in,baghlan,and,the,2007,bombing,of,a,sugar,factory,",",which,killed,more,than,50,people,,,,,,,,,
pos,DT,JJ,NN,IN,DT,JJ,CC,NNP,NNS,VBD,JJ,NNP,NNP,VBZ,VBN,IN,NN,IN,DT,JJ,NNP,NN,IN,NNP,CC,DT,CD,NN,IN,DT,NN,NN,",",WDT,VBD,JJR,IN,CD,NNS,,,,,,,,,
true,O,O,O,O,O,B-gpe,O,B-gpe,O,O,O,B-org,I-org,O,O,O,O,O,O,O,B-tim,O,O,B-geo,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,
pred,O,O,O,O,O,B-gpe,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,
word,it,issued,the,ruling,wednesday,in,response,to,a,case,brought,by,at,least,three,people,whose,assets,were,frozen,because,of,suspected,links,to,osama,bin,laden,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBD,DT,NN,NNP,IN,NN,TO,DT,NN,VBN,IN,IN,JJS,CD,NNS,WP$,NNS,VBD,VBN,IN,IN,JJ,NNS,TO,NNP,NNP,NNP,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-per,I-per,I-per,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,the,military,says,among,the,dead,was,taleban,commander,raz,mohammed,",",who,was,implicated,in,several,attacks,against,coalition,forces,,,,,,,,,,,,,,,,,,,,,,,,,,,
